day,interval,flow
2015-09-26,0,420.0
2015-09-26,300,420.0
2015-09-26,600,456.0
2015-09-26,900,408.0
2015-09-26,1200,336.0
2015-09-26,1500,288.0
2015-09-26,1800,504.0
2015-09-26,2100,452.0339
2015-09-26,2400,346.57895
2015-09-26,2700,450.0
2015-09-26,3000,510.0
2015-09-26,3300,405.0
2015-09-26,3600,240.0
2015-09-26,3900,405.0
2015-09-26,4200,375.0
2015-09-26,4500,348.0
2015-09-26,4800,444.0
2015-09-26,5100,264.0
2015-09-26,5400,156.0
2015-09-26,5700,144.0
2015-09-26,6000,288.0
2015-09-26,6300,360.0
2015-09-26,6600,348.0
2015-09-26,6900,312.0
2015-09-26,7200,336.0
2015-09-26,7500,312.0
2015-09-26,7800,252.0
2015-09-26,8100,192.0
2015-09-26,8400,288.0
2015-09-26,8700,168.0
2015-09-26,9000,144.81356
2015-09-26,9300,360.0
2015-09-26,9600,312.0
2015-09-26,9900,240.0
2015-09-26,10200,264.0
2015-09-26,10500,228.0
2015-09-26,10800,144.0
2015-09-26,11100,204.0
2015-09-26,11400,204.0
2015-09-26,11700,288.0
2015-09-26,12000,228.0
2015-09-26,12300,300.0
2015-09-26,12600,120.0
2015-09-26,12900,168.0
2015-09-26,13200,204.0
2015-09-26,13500,324.0
2015-09-26,13800,240.0
2015-09-26,14100,288.0
2015-09-26,14400,228.0
2015-09-26,14700,276.0
2015-09-26,15000,192.0
2015-09-26,15300,96.0
2015-09-26,15600,96.0
2015-09-26,15900,96.0
2015-09-26,16200,120.20339
2015-09-26,16500,228.0
2015-09-26,16800,120.0
2015-09-26,17100,192.0
2015-09-26,17400,96.0
2015-09-26,17700,84.0
2015-09-26,18000,312.0
2015-09-26,18300,240.0
2015-09-26,18600,72.0
2015-09-26,18900,156.0
2015-09-26,19200,120.0
2015-09-26,19500,156.0
2015-09-26,19800,216.0
2015-09-26,20100,132.0
2015-09-26,20400,312.0
2015-09-26,20700,84.0
2015-09-26,21000,132.0
2015-09-26,21300,120.0
2015-09-26,21600,180.0
2015-09-26,21900,180.0
2015-09-26,22200,168.0
2015-09-26,22500,120.0
2015-09-26,22800,144.0
2015-09-26,23100,168.0
2015-09-26,23400,156.0
2015-09-26,23700,192.0
2015-09-26,24000,300.0
2015-09-26,24300,192.0
2015-09-26,24600,264.0
2015-09-26,24900,264.0
2015-09-26,25200,228.0
2015-09-26,25500,288.0
2015-09-26,25800,180.0
2015-09-26,26100,300.0
2015-09-26,26400,252.0
2015-09-26,26700,312.0
2015-09-26,27000,228.20339
2015-09-26,27300,252.0
2015-09-26,27600,300.20339
2015-09-26,27900,300.0
2015-09-26,28200,324.0
2015-09-26,28500,300.0
2015-09-26,28800,348.0
2015-09-26,29100,192.0
2015-09-26,29400,276.0
2015-09-26,29700,420.0
2015-09-26,30000,312.0
2015-09-26,30300,288.0
2015-09-26,30600,450.6207
2015-09-26,30900,288.0
2015-09-26,31200,336.0
2015-09-26,31500,444.0
2015-09-26,31800,312.0
2015-09-26,32100,312.0
2015-09-26,32400,289.01694
2015-09-26,32700,276.0
2015-09-26,33000,270.0
2015-09-26,33300,396.0
2015-09-26,33600,384.0
2015-09-26,33900,228.0
2015-09-26,34200,257.5862
2015-09-26,34500,150.0
2015-09-26,34800,396.0
2015-09-26,35100,288.0
2015-09-26,35400,372.0
2015-09-26,35700,288.0
2015-09-26,36000,408.0
2015-09-26,36300,204.0
2015-09-26,36600,360.0
2015-09-26,36900,360.0
2015-09-26,37200,288.0
2015-09-26,37500,408.0
2015-09-26,37800,433.24138
2015-09-26,38100,432.0
2015-09-26,38400,384.0
2015-09-26,38700,300.0
2015-09-26,39000,288.0
2015-09-26,39300,372.0
2015-09-26,39600,432.0
2015-09-26,39900,324.0
2015-09-26,40200,456.0
2015-09-26,40500,372.0
2015-09-26,40800,480.0
2015-09-26,41100,432.0
2015-09-26,41400,422.068975
2015-09-26,41700,372.0
2015-09-26,42000,540.0
