day,interval,flow
2015-09-26,0,1224.0
2015-09-26,300,1605.0
2015-09-26,600,1272.0
2015-09-26,900,1320.0
2015-09-26,1200,1308.0
2015-09-26,1500,1068.0
2015-09-26,1800,1380.0
2015-09-26,2100,1057.372875
2015-09-26,2400,1363.42105
2015-09-26,2700,1230.0
2015-09-26,3000,1290.0
2015-09-26,3300,1275.0
2015-09-26,3600,1095.0
2015-09-26,3900,1005.0
2015-09-26,4200,1260.0
2015-09-26,4500,1284.0
2015-09-26,4800,1332.0
2015-09-26,5100,972.0
2015-09-26,5400,1008.0
2015-09-26,5700,1188.0
2015-09-26,6000,1140.0
2015-09-26,6300,1140.0
2015-09-26,6600,1344.0
2015-09-26,6900,1092.0
2015-09-26,7200,1092.0
2015-09-26,7500,1332.0
2015-09-26,7800,984.0
2015-09-26,8100,1128.0
2015-09-26,8400,924.0
2015-09-26,8700,768.0
2015-09-26,9000,1050.1017
2015-09-26,9300,1104.0
2015-09-26,9600,1140.0
2015-09-26,9900,996.0
2015-09-26,10200,900.0
2015-09-26,10500,1008.0
2015-09-26,10800,924.0
2015-09-26,11100,984.0
2015-09-26,11400,864.0
2015-09-26,11700,984.0
2015-09-26,12000,708.0
2015-09-26,12300,984.0
2015-09-26,12600,744.0
2015-09-26,12900,648.0
2015-09-26,13200,948.0
2015-09-26,13500,888.0
2015-09-26,13800,768.0
2015-09-26,14100,696.0
2015-09-26,14400,612.0
2015-09-26,14700,792.0
2015-09-26,15000,696.0
2015-09-26,15300,708.0
2015-09-26,15600,552.0
2015-09-26,15900,540.0
2015-09-26,16200,626.44068
2015-09-26,16500,576.0
2015-09-26,16800,600.0
2015-09-26,17100,660.0
2015-09-26,17400,420.0
2015-09-26,17700,636.0
2015-09-26,18000,576.0
2015-09-26,18300,684.0
2015-09-26,18600,540.0
2015-09-26,18900,552.0
2015-09-26,19200,528.0
2015-09-26,19500,696.0
2015-09-26,19800,600.0
2015-09-26,20100,420.0
2015-09-26,20400,648.0
2015-09-26,20700,492.0
2015-09-26,21000,552.0
2015-09-26,21300,648.0
2015-09-26,21600,576.0
2015-09-26,21900,585.0
2015-09-26,22200,660.0
2015-09-26,22500,696.0
2015-09-26,22800,636.0
2015-09-26,23100,588.0
2015-09-26,23400,624.0
2015-09-26,23700,684.0
2015-09-26,24000,564.0
2015-09-26,24300,600.0
2015-09-26,24600,756.0
2015-09-26,24900,672.0
2015-09-26,25200,864.0
2015-09-26,25500,852.0
2015-09-26,25800,684.0
2015-09-26,26100,948.0
2015-09-26,26400,1068.0
2015-09-26,26700,732.0
2015-09-26,27000,770.84744
2015-09-26,27300,792.0
2015-09-26,27600,661.62712
2015-09-26,27900,804.0
2015-09-26,28200,888.0
2015-09-26,28500,828.0
2015-09-26,28800,828.0
2015-09-26,29100,780.0
2015-09-26,29400,744.0
2015-09-26,29700,804.0
2015-09-26,30000,852.0
2015-09-26,30300,684.0
2015-09-26,30600,977.793094
2015-09-26,30900,792.0
2015-09-26,31200,960.0
2015-09-26,31500,900.0
2015-09-26,31800,888.0
2015-09-26,32100,864.0
2015-09-26,32400,939.86442
2015-09-26,32700,900.0
2015-09-26,33000,885.0
2015-09-26,33300,804.0
2015-09-26,33600,1044.0
2015-09-26,33900,828.0
2015-09-26,34200,1011.72415
2015-09-26,34500,930.0
2015-09-26,34800,912.0
2015-09-26,35100,996.0
2015-09-26,35400,1008.0
2015-09-26,35700,864.0
2015-09-26,36000,972.0
2015-09-26,36300,996.0
2015-09-26,36600,936.0
2015-09-26,36900,840.0
2015-09-26,37200,1032.0
2015-09-26,37500,1080.0
2015-09-26,37800,933.93102
2015-09-26,38100,1176.0
2015-09-26,38400,1008.0
2015-09-26,38700,1116.0
2015-09-26,39000,876.0
2015-09-26,39300,888.0
2015-09-26,39600,996.0
2015-09-26,39900,1260.0
2015-09-26,40200,960.0
2015-09-26,40500,984.0
2015-09-26,40800,1095.0
2015-09-26,41100,876.0
2015-09-26,41400,1083.620675
2015-09-26,41700,1044.0
2015-09-26,42000,1116.0
2015-09-26,42300,975.0
2015-09-26,42600,1140.0
2015-09-26,42900,1140.0
2015-09-26,43200,1068.0
2015-09-26,43500,1032.0
2015-09-26,43800,1020.0
2015-09-26,44100,1200.0
2015-09-26,44400,1095.0
2015-09-26,44700,990.0
2015-09-26,45000,1299.310325
2015-09-26,45300,1095.0
2015-09-26,45600,1230.0
2015-09-26,45900,1140.0
2015-09-26,46200,1005.0
2015-09-26,46500,1140.0
2015-09-26,46800,1080.0
2015-09-26,47100,1224.0
2015-09-26,47400,936.0
2015-09-26,47700,720.0
2015-09-26,48000,1065.0
2015-09-26,48300,1080.0
2015-09-26,48600,1065.0
2015-09-26,48900,1125.0
2015-09-26,49200,804.0
2015-09-26,49500,240.0
2015-09-26,49800,636.0
2015-09-26,50100,876.0
2015-09-26,50400,1176.0
2015-09-26,50700,1128.0
2015-09-26,51000,1164.0
2015-09-26,51300,1032.0
2015-09-26,51600,732.0
2015-09-26,51900,984.0
2015-09-26,52200,1171.03448
2015-09-26,52500,1080.0
2015-09-26,52800,936.0
