day,interval,flow
2015-05-16,0,456.0
2015-05-16,300,588.0
2015-05-16,600,384.0
2015-05-16,900,528.0
2015-05-16,1200,420.0
2015-05-16,1500,480.0
2015-05-16,1800,377.7931
2015-05-16,2100,433.89474
2015-05-16,2400,216.20339
2015-05-16,2700,300.0
2015-05-16,3000,385.65518
2015-05-16,3300,372.0
2015-05-16,3600,456.0
2015-05-16,3900,480.0
2015-05-16,4200,324.0
2015-05-16,4500,540.0
2015-05-16,4800,420.0
2015-05-16,5100,516.0
2015-05-16,5400,264.40678
2015-05-16,5700,444.0
2015-05-16,6000,276.0
2015-05-16,6300,240.0
2015-05-16,6600,312.0
2015-05-16,6900,420.0
2015-05-16,7200,276.0
2015-05-16,7500,324.0
2015-05-16,7800,204.0
2015-05-16,8100,300.0
2015-05-16,8400,384.0
2015-05-16,8700,300.0
2015-05-16,9000,276.0
2015-05-16,9300,348.0
2015-05-16,9600,324.0
2015-05-16,9900,168.0
2015-05-16,10200,120.0
2015-05-16,10500,324.0
2015-05-16,10800,252.0
2015-05-16,11100,240.0
2015-05-16,11400,168.0
2015-05-16,11700,144.0
2015-05-16,12000,180.0
2015-05-16,12300,264.0
2015-05-16,12600,228.0
2015-05-16,12900,132.0
2015-05-16,13200,228.0
2015-05-16,13500,192.0
2015-05-16,13800,228.0
2015-05-16,14100,132.0
2015-05-16,14400,72.0
2015-05-16,14700,192.0
2015-05-16,15000,144.0
2015-05-16,15300,96.0
2015-05-16,15600,216.0
2015-05-16,15900,96.0
2015-05-16,16200,144.0
2015-05-16,16500,132.0
2015-05-16,16800,132.0
2015-05-16,17100,168.0
2015-05-16,17400,60.0
2015-05-16,17700,72.0
2015-05-16,18000,96.0
2015-05-16,18300,108.0
2015-05-16,18600,96.0
2015-05-16,18900,84.0
2015-05-16,19200,168.0
2015-05-16,19500,48.0
2015-05-16,19800,84.0
2015-05-16,20100,96.0
2015-05-16,20400,84.0
2015-05-16,20700,132.0
2015-05-16,21000,108.0
2015-05-16,21300,60.0
2015-05-16,21600,144.0
2015-05-16,21900,96.0
2015-05-16,22200,108.0
