day,interval,flow
2015-05-18,0,780.0
2015-05-18,300,1090.0
2015-05-18,600,1080.0
2015-05-18,900,540.0
2015-05-18,1200,792.0
2015-05-18,1500,672.0
2015-05-18,1800,753.27768
2015-05-18,2100,600.0
2015-05-18,2400,482.64407
2015-05-18,2700,444.0
2015-05-18,3000,384.82758
2015-05-18,3300,258.33962399999996
2015-05-18,3600,492.0
2015-05-18,3900,504.0
2015-05-18,4200,276.0
2015-05-18,4500,336.0
2015-05-18,4800,372.0
2015-05-18,5100,312.0
2015-05-18,5400,336.0
2015-05-18,5700,276.0
2015-05-18,6000,228.0
2015-05-18,6300,240.0
2015-05-18,6600,336.0
2015-05-18,6900,264.0
2015-05-18,7200,96.0
2015-05-18,7500,324.0
2015-05-18,7800,264.0
2015-05-18,8100,216.0
2015-05-18,8400,396.0
2015-05-18,8700,276.0
2015-05-18,9000,264.0
2015-05-18,9300,228.0
2015-05-18,9600,156.0
2015-05-18,9900,372.0
2015-05-18,10200,192.0
2015-05-18,10500,300.0
2015-05-18,10800,228.0
2015-05-18,11100,228.0
2015-05-18,11400,324.0
2015-05-18,11700,240.0
2015-05-18,12000,192.0
2015-05-18,12300,252.0
2015-05-18,12600,168.0
2015-05-18,12900,228.0
2015-05-18,13200,120.0
2015-05-18,13500,240.0
2015-05-18,13800,96.0
2015-05-18,14100,192.0
2015-05-18,14400,216.0
2015-05-18,14700,276.0
2015-05-18,15000,312.0
2015-05-18,15300,180.0
2015-05-18,15600,312.0
2015-05-18,15900,300.0
2015-05-18,16200,240.0
2015-05-18,16500,264.0
2015-05-18,16800,192.0
2015-05-18,17100,384.0
2015-05-18,17400,276.0
2015-05-18,17700,264.0
2015-05-18,18000,276.0
2015-05-18,18300,276.0
2015-05-18,18600,276.0
2015-05-18,18900,324.0
2015-05-18,19200,444.0
2015-05-18,19500,360.0
2015-05-18,19800,492.0
2015-05-18,20100,408.0
2015-05-18,20400,516.0
2015-05-18,20700,528.0
2015-05-18,21000,612.0
2015-05-18,21300,350.84746
2015-05-18,21600,564.0
2015-05-18,21900,720.0
2015-05-18,22200,672.0
2015-05-18,22500,648.0
2015-05-18,22800,708.0
2015-05-18,23100,948.0
2015-05-18,23400,967.11864
2015-05-18,23700,1080.0
2015-05-18,24000,685.01695
2015-05-18,24300,883.72881
2015-05-18,24600,1032.0
2015-05-18,24900,976.27119
2015-05-18,25200,900.0
2015-05-18,25500,1056.0
2015-05-18,25800,840.0
2015-05-18,26100,996.0
2015-05-18,26400,1140.0
2015-05-18,26700,1152.0
2015-05-18,27000,1092.20339
2015-05-18,27300,1120.47457
2015-05-18,27600,876.0
2015-05-18,27900,1356.0
2015-05-18,28200,1020.0
2015-05-18,28500,660.0
2015-05-18,28800,1143.25424
2015-05-18,29100,1080.0
2015-05-18,29400,840.0
2015-05-18,29700,1128.0
2015-05-18,30000,1164.0
2015-05-18,30300,792.0
2015-05-18,30600,1497.35594
2015-05-18,30900,1248.0
2015-05-18,31200,876.0
2015-05-18,31500,816.0
2015-05-18,31800,1188.0
2015-05-18,32100,941.08475
2015-05-18,32400,1164.0
2015-05-18,32700,1020.0
2015-05-18,33000,924.0
2015-05-18,33300,984.0
2015-05-18,33600,1044.0
2015-05-18,33900,960.0
2015-05-18,34200,1073.28814
2015-05-18,34500,1032.0
2015-05-18,34800,864.0
2015-05-18,35100,756.0
2015-05-18,35400,1049.49152
2015-05-18,35700,984.0
2015-05-18,36000,996.0
2015-05-18,36300,960.0
2015-05-18,36600,1278.91525
2015-05-18,36900,817.22033
2015-05-18,37200,984.0
2015-05-18,37500,987.25423
2015-05-18,37800,787.14408
2015-05-18,38100,1069.42372
2015-05-18,38400,1140.0
2015-05-18,38700,974.6440600000001
2015-05-18,39000,912.20339
2015-05-18,39300,912.0
2015-05-18,39600,1020.0
2015-05-18,39900,984.0
2015-05-18,40200,888.0
2015-05-18,40500,996.0
2015-05-18,40800,720.0
2015-05-18,41100,708.0
2015-05-18,41400,889.4237300000001
2015-05-18,41700,738.10171
2015-05-18,42000,936.0
2015-05-18,42300,972.0
2015-05-18,42600,1272.0
2015-05-18,42900,1140.0
2015-05-18,43200,936.0
2015-05-18,43500,1224.0
2015-05-18,43800,1140.0
2015-05-18,44100,1092.0
2015-05-18,44400,936.0
2015-05-18,44700,852.0
2015-05-18,45000,881.49151
2015-05-18,45300,1320.0
2015-05-18,45600,1284.0
2015-05-18,45900,900.0
2015-05-18,46200,1272.0
2015-05-18,46500,1164.0
2015-05-18,46800,1092.0
2015-05-18,47100,1219.72878
2015-05-18,47400,1200.0
2015-05-18,47700,1373.2881499999999
2015-05-18,48000,1212.0
2015-05-18,48300,1296.0
2015-05-18,48600,1122.50848
2015-05-18,48900,1176.0
2015-05-18,49200,1068.0
2015-05-18,49500,1212.0
2015-05-18,49800,1440.0
2015-05-18,50100,1188.0
2015-05-18,50400,1044.61017
2015-05-18,50700,1128.0
2015-05-18,51000,1116.0
2015-05-18,51300,1188.0
2015-05-18,51600,1322.4406399999998
2015-05-18,51900,1180.47459
2015-05-18,52200,912.8276
2015-05-18,52500,1344.0
2015-05-18,52800,1327.32201
2015-05-18,53100,1068.0
2015-05-18,53400,1229.6949299999999
2015-05-18,53700,1170.50847
2015-05-18,54000,1044.0
2015-05-18,54300,1368.0
2015-05-18,54600,1411.32202
2015-05-18,54900,1122.3051
2015-05-18,55200,1356.0
2015-05-18,55500,1435.72883
2015-05-18,55800,1412.74572
2015-05-18,56100,1416.0
2015-05-18,56400,744.0
2015-05-18,56700,900.0
2015-05-18,57000,852.0
2015-05-18,57300,924.0
2015-05-18,57600,933.10344
2015-05-18,57900,948.0
2015-05-18,58200,912.0
2015-05-18,58500,768.0
2015-05-18,58800,912.0
2015-05-18,59100,810.6206940000001
2015-05-18,59400,1178.8965600000001
2015-05-18,59700,840.0
2015-05-18,60000,1608.0
2015-05-18,60300,1788.0
2015-05-18,60600,1320.0
2015-05-18,60900,1368.0
2015-05-18,61200,1332.0
2015-05-18,61500,1248.0
2015-05-18,61800,984.0
2015-05-18,62100,1308.0
2015-05-18,62400,1080.0
2015-05-18,62700,852.0
2015-05-18,63000,1354.758614
2015-05-18,63300,1284.0
2015-05-18,63600,1068.0
2015-05-18,63900,1164.0
2015-05-18,64200,1248.0
2015-05-18,64500,1176.0
2015-05-18,64800,1080.0
2015-05-18,65100,1188.0
2015-05-18,65400,1212.0
2015-05-18,65700,1224.0
2015-05-18,66000,1248.0
2015-05-18,66300,1392.0
2015-05-18,66600,1056.0
2015-05-18,66900,1452.0
2015-05-18,67200,1548.0
2015-05-18,67500,1152.0
2015-05-18,67800,1368.0
2015-05-18,68100,1560.0
2015-05-18,68400,1320.0
2015-05-18,68700,1308.0
2015-05-18,69000,1428.0
2015-05-18,69300,1260.0
2015-05-18,69600,1152.0
2015-05-18,69900,1716.0
2015-05-18,70200,1229.6949
2015-05-18,70500,1356.0
2015-05-18,70800,1440.0
2015-05-18,71100,1044.0
2015-05-18,71400,1272.0
2015-05-18,71700,1020.0
2015-05-18,72000,1128.0
2015-05-18,72300,912.0
2015-05-18,72600,1224.0
2015-05-18,72900,1032.0
2015-05-18,73200,792.0
2015-05-18,73500,1224.0
2015-05-18,73800,732.0
2015-05-18,74100,840.0
2015-05-18,74400,905.69493
2015-05-18,74700,924.0
2015-05-18,75000,888.0
2015-05-18,75300,1092.0
2015-05-18,75600,888.0
2015-05-18,75900,864.0
2015-05-18,76200,900.0
2015-05-18,76500,1032.0
2015-05-18,76800,828.0
2015-05-18,77100,1164.0
2015-05-18,77400,793.2413819999999
2015-05-18,77700,780.0
2015-05-18,78000,960.0
2015-05-18,78300,864.0
2015-05-18,78600,972.0
2015-05-18,78900,828.81356
2015-05-18,79200,1117.8305
2015-05-18,79500,1044.0
2015-05-18,79800,888.0
2015-05-18,80100,948.0
2015-05-18,80400,828.0
2015-05-18,80700,924.0
2015-05-18,81000,914.64406
2015-05-18,81300,960.0
2015-05-18,81600,1032.0
2015-05-18,81900,876.0
2015-05-18,82200,1092.0
2015-05-18,82500,936.0
2015-05-18,82800,696.0
2015-05-18,83100,1092.0
2015-05-18,83400,756.0
2015-05-18,83700,696.0
2015-05-18,84000,1176.0
2015-05-18,84300,792.0
2015-05-18,84600,816.8135500000001
2015-05-18,84900,804.0
2015-05-18,85200,828.0
2015-05-18,85500,744.0
2015-05-18,85800,612.0
2015-05-18,86100,768.0
