day,interval,flow
2015-05-18,0,540.0
2015-05-18,300,600.0
2015-05-18,600,636.0
2015-05-18,900,456.0
2015-05-18,1200,648.0
2015-05-18,1500,432.0
2015-05-18,1800,614.92568
2015-05-18,2100,540.0
2015-05-18,2400,506.84746
2015-05-18,2700,516.0
2015-05-18,3000,336.82758
2015-05-18,3300,331.92454
2015-05-18,3600,492.0
2015-05-18,3900,624.0
2015-05-18,4200,360.0
2015-05-18,4500,348.0
2015-05-18,4800,444.0
2015-05-18,5100,372.0
2015-05-18,5400,348.0
2015-05-18,5700,324.0
2015-05-18,6000,288.0
2015-05-18,6300,240.0
2015-05-18,6600,360.0
2015-05-18,6900,348.0
2015-05-18,7200,156.0
2015-05-18,7500,324.0
2015-05-18,7800,324.0
2015-05-18,8100,204.0
2015-05-18,8400,300.0
2015-05-18,8700,168.0
2015-05-18,9000,276.0
2015-05-18,9300,240.0
2015-05-18,9600,240.0
2015-05-18,9900,336.0
2015-05-18,10200,228.0
2015-05-18,10500,324.0
2015-05-18,10800,192.0
2015-05-18,11100,252.0
2015-05-18,11400,264.0
2015-05-18,11700,300.0
2015-05-18,12000,288.0
2015-05-18,12300,264.0
2015-05-18,12600,216.0
2015-05-18,12900,228.0
2015-05-18,13200,180.0
2015-05-18,13500,300.0
2015-05-18,13800,132.0
2015-05-18,14100,252.0
2015-05-18,14400,264.0
2015-05-18,14700,264.0
2015-05-18,15000,324.0
2015-05-18,15300,252.0
2015-05-18,15600,312.0
2015-05-18,15900,300.0
2015-05-18,16200,264.0
2015-05-18,16500,324.0
2015-05-18,16800,204.0
2015-05-18,17100,360.0
2015-05-18,17400,348.0
2015-05-18,17700,240.0
2015-05-18,18000,336.0
2015-05-18,18300,252.0
2015-05-18,18600,264.0
2015-05-18,18900,288.0
2015-05-18,19200,420.0
2015-05-18,19500,384.0
2015-05-18,19800,420.0
2015-05-18,20100,420.0
2015-05-18,20400,492.0
2015-05-18,20700,432.0
2015-05-18,21000,540.0
2015-05-18,21300,349.42373000000003
2015-05-18,21600,516.0
2015-05-18,21900,636.0
2015-05-18,22200,540.0
2015-05-18,22500,516.0
2015-05-18,22800,588.0
2015-05-18,23100,756.0
2015-05-18,23400,726.50845
2015-05-18,23700,684.0
2015-05-18,24000,540.40678
2015-05-18,24300,750.30511
2015-05-18,24600,660.0
2015-05-18,24900,722.84745
2015-05-18,25200,720.0
2015-05-18,25500,816.0
2015-05-18,25800,588.0
2015-05-18,26100,756.0
2015-05-18,26400,804.0
2015-05-18,26700,816.0
2015-05-18,27000,900.81356
2015-05-18,27300,806.8474600000001
2015-05-18,27600,732.0
2015-05-18,27900,960.0
2015-05-18,28200,636.0
2015-05-18,28500,600.0
2015-05-18,28800,927.45763
2015-05-18,29100,792.0
2015-05-18,29400,780.0
2015-05-18,29700,864.0
2015-05-18,30000,792.0
2015-05-18,30300,636.0
2015-05-18,30600,965.89829
2015-05-18,30900,840.0
2015-05-18,31200,876.0
2015-05-18,31500,852.0
2015-05-18,31800,1008.0
2015-05-18,32100,698.84746
2015-05-18,32400,816.0
2015-05-18,32700,792.0
2015-05-18,33000,672.0
2015-05-18,33300,864.0
2015-05-18,33600,948.0
2015-05-18,33900,708.0
2015-05-18,34200,927.25423
2015-05-18,34500,804.0
2015-05-18,34800,756.0
2015-05-18,35100,720.0
2015-05-18,35400,1025.69498
2015-05-18,35700,768.0
2015-05-18,36000,672.0
2015-05-18,36300,876.0
2015-05-18,36600,651.05085
2015-05-18,36900,673.62712
2015-05-18,37200,804.0
2015-05-18,37500,578.2373
2015-05-18,37800,633.0394839999999
2015-05-18,38100,708.40678
2015-05-18,38400,720.0
2015-05-18,38700,650.64407
2015-05-18,39000,708.81356
2015-05-18,39300,744.0
2015-05-18,39600,636.0
2015-05-18,39900,708.0
2015-05-18,40200,540.0
2015-05-18,40500,708.0
2015-05-18,40800,576.0
2015-05-18,41100,528.0
2015-05-18,41400,768.81356
2015-05-18,41700,569.8983
2015-05-18,42000,768.0
2015-05-18,42300,732.0
2015-05-18,42600,744.0
2015-05-18,42900,432.0
2015-05-18,43200,648.0
2015-05-18,43500,576.0
2015-05-18,43800,492.0
2015-05-18,44100,540.0
2015-05-18,44400,384.0
2015-05-18,44700,228.0
2015-05-18,45000,458.23728
2015-05-18,45300,684.0
2015-05-18,45600,528.0
2015-05-18,45900,348.0
2015-05-18,46200,528.0
2015-05-18,46500,384.0
2015-05-18,46800,492.0
2015-05-18,47100,676.0677900000001
2015-05-18,47400,732.0
2015-05-18,47700,712.88139
2015-05-18,48000,924.0
2015-05-18,48300,768.0
2015-05-18,48600,844.88139
2015-05-18,48900,864.0
2015-05-18,49200,744.0
2015-05-18,49500,744.0
2015-05-18,49800,924.0
2015-05-18,50100,696.0
2015-05-18,50400,697.01694
2015-05-18,50700,876.0
2015-05-18,51000,804.0
2015-05-18,51300,840.0
2015-05-18,51600,877.22033
2015-05-18,51900,915.05085
2015-05-18,52200,690.2069
2015-05-18,52500,948.0
2015-05-18,52800,832.88135
2015-05-18,53100,828.0
2015-05-18,53400,879.05084
2015-05-18,53700,844.67798
2015-05-18,54000,636.0
2015-05-18,54300,924.0
2015-05-18,54600,963.4576
2015-05-18,54900,748.2711800000001
2015-05-18,55200,888.0
2015-05-18,55500,976.67796
2015-05-18,55800,785.0848
2015-05-18,56100,996.0
2015-05-18,56400,636.0
2015-05-18,56700,756.0
2015-05-18,57000,660.0
2015-05-18,57300,876.0
2015-05-18,57600,595.0344940000001
2015-05-18,57900,612.0
2015-05-18,58200,744.0
2015-05-18,58500,552.0
2015-05-18,58800,648.0
2015-05-18,59100,533.7931
2015-05-18,59400,653.7931
2015-05-18,59700,600.0
2015-05-18,60000,936.0
2015-05-18,60300,972.0
2015-05-18,60600,852.0
2015-05-18,60900,912.0
2015-05-18,61200,936.0
2015-05-18,61500,876.0
2015-05-18,61800,792.0
2015-05-18,62100,1104.0
2015-05-18,62400,744.0
2015-05-18,62700,732.0
2015-05-18,63000,882.20688
2015-05-18,63300,972.0
2015-05-18,63600,696.0
2015-05-18,63900,816.0
2015-05-18,64200,1068.0
2015-05-18,64500,840.0
2015-05-18,64800,744.0
2015-05-18,65100,960.0
2015-05-18,65400,828.0
2015-05-18,65700,780.0
2015-05-18,66000,816.0
2015-05-18,66300,804.0
2015-05-18,66600,756.0
2015-05-18,66900,828.0
2015-05-18,67200,972.0
2015-05-18,67500,744.0
2015-05-18,67800,960.0
2015-05-18,68100,1032.0
2015-05-18,68400,804.0
2015-05-18,68700,984.0
2015-05-18,69000,1044.0
2015-05-18,69300,780.0
2015-05-18,69600,948.0
2015-05-18,69900,1188.0
2015-05-18,70200,880.47456
2015-05-18,70500,864.0
2015-05-18,70800,960.0
2015-05-18,71100,756.0
2015-05-18,71400,840.0
2015-05-18,71700,876.0
2015-05-18,72000,900.0
2015-05-18,72300,660.0
2015-05-18,72600,792.0
2015-05-18,72900,780.0
2015-05-18,73200,636.0
2015-05-18,73500,1032.0
2015-05-18,73800,624.0
2015-05-18,74100,648.0
2015-05-18,74400,722.84746
2015-05-18,74700,804.0
2015-05-18,75000,660.0
2015-05-18,75300,876.0
2015-05-18,75600,648.0
2015-05-18,75900,672.0
2015-05-18,76200,744.0
2015-05-18,76500,864.0
2015-05-18,76800,720.0
2015-05-18,77100,792.0
2015-05-18,77400,686.482754
2015-05-18,77700,660.0
2015-05-18,78000,696.0
2015-05-18,78300,672.0
2015-05-18,78600,732.0
2015-05-18,78900,709.22034
2015-05-18,79200,842.0339
2015-05-18,79500,708.0
2015-05-18,79800,852.0
2015-05-18,80100,852.0
2015-05-18,80400,708.0
2015-05-18,80700,636.0
2015-05-18,81000,830.03389
2015-05-18,81300,804.0
2015-05-18,81600,768.0
2015-05-18,81900,744.0
2015-05-18,82200,744.0
2015-05-18,82500,768.0
2015-05-18,82800,780.0
2015-05-18,83100,888.0
2015-05-18,83400,768.0
2015-05-18,83700,588.0
2015-05-18,84000,792.0
2015-05-18,84300,744.0
2015-05-18,84600,636.61016
2015-05-18,84900,732.0
2015-05-18,85200,696.0
2015-05-18,85500,684.0
2015-05-18,85800,600.0
2015-05-18,86100,648.0
