day,interval,flow
2015-05-17,0,1164.0
2015-05-17,300,1452.0
2015-05-17,600,1392.0
2015-05-17,900,1248.0
2015-05-17,1200,900.0
2015-05-17,1500,1260.0
2015-05-17,1800,1211.22902
2015-05-17,2100,1383.4576200000001
2015-05-17,2400,1140.0
2015-05-17,7200,1180.9091
2015-05-17,7500,1092.0
2015-05-17,7800,987.45762
2015-05-17,8100,925.83051
2015-05-17,8400,900.0
2015-05-17,8700,948.0
2015-05-17,9000,950.44068
2015-05-17,9300,1020.0
2015-05-17,18000,120.0
2015-05-17,18300,516.0
2015-05-17,18600,408.0
2015-05-17,18900,480.0
2015-05-17,19200,528.0
2015-05-17,19500,600.0
2015-05-17,19800,433.8305
2015-05-17,20100,564.0
2015-05-17,20400,504.0
2015-05-17,20700,396.0
2015-05-17,21000,540.0
2015-05-17,21300,684.0
2015-05-17,21600,468.0
2015-05-17,21900,650.2373
2015-05-17,22200,480.0
2015-05-17,22500,456.0
2015-05-17,22800,625.8305
2015-05-17,23100,445.42372
2015-05-17,23400,649.83051
2015-05-17,23700,636.0
2015-05-17,24000,624.0
2015-05-17,24300,564.0
2015-05-17,24600,540.0
2015-05-17,24900,636.0
2015-05-17,25200,588.0
2015-05-17,25500,672.0
2015-05-17,25800,744.0
2015-05-17,26100,624.0
2015-05-17,26400,516.0
2015-05-17,26700,636.0
2015-05-17,27000,757.42373
2015-05-17,27300,744.0
2015-05-17,27600,684.0
2015-05-17,27900,612.0
2015-05-17,28200,720.0
2015-05-17,28500,660.0
2015-05-17,28800,600.0
2015-05-17,29100,828.0
2015-05-17,29400,636.0
2015-05-17,29700,624.0
2015-05-17,30000,708.0
2015-05-17,30300,684.0
2015-05-17,30600,636.0
2015-05-17,30900,888.0
2015-05-17,31200,888.0
2015-05-17,31500,840.0
2015-05-17,31800,732.0
2015-05-17,32100,876.0
2015-05-17,32400,696.0
2015-05-17,32700,588.0
2015-05-17,33000,1075.8620799999999
2015-05-17,33300,912.0
2015-05-17,33600,852.0
2015-05-17,33900,840.0
2015-05-17,34200,927.45762
2015-05-17,34500,1008.0
