day,interval,flow
2015-10-01,0,405.0
2015-10-01,300,708.0
2015-10-01,600,500.0
2015-10-01,900,300.0
2015-10-01,1200,360.0
2015-10-01,1500,372.0
2015-10-01,1800,313.22034
2015-10-01,2100,375.0
2015-10-01,2400,345.0
2015-10-01,2700,460.0
2015-10-01,3000,348.0
2015-10-01,3300,210.0
2015-10-01,3600,540.0
2015-10-01,3900,336.0
2015-10-01,4200,330.0
2015-10-01,4500,150.0
2015-10-01,4800,135.0
2015-10-01,5100,204.0
2015-10-01,5400,228.0
2015-10-01,5700,240.0
2015-10-01,6000,210.0
2015-10-01,6300,192.0
2015-10-01,6600,204.0
2015-10-01,6900,165.0
2015-10-01,7200,192.0
2015-10-01,7500,120.0
2015-10-01,7800,150.0
2015-10-01,8100,192.0
2015-10-01,8400,72.0
2015-10-01,8700,225.0
2015-10-01,9000,156.81356
2015-10-01,9300,225.0
2015-10-01,9600,180.0
2015-10-01,9900,105.0
2015-10-01,10200,300.0
2015-10-01,19800,362.06895
2015-10-01,20100,204.0
2015-10-01,20400,216.0
2015-10-01,20700,240.0
2015-10-01,21000,288.0
2015-10-01,21300,276.0
2015-10-01,21600,180.0
2015-10-01,21900,132.0
2015-10-01,22200,288.0
2015-10-01,22500,168.0
2015-10-01,22800,228.0
2015-10-01,23100,384.0
2015-10-01,23400,317.368425
2015-10-01,23700,525.0
2015-10-01,24000,468.0
2015-10-01,24300,390.0
2015-10-01,24600,301.271175
2015-10-01,24900,468.0
2015-10-01,25200,465.0
2015-10-01,25500,444.0
2015-10-01,25800,444.0
2015-10-01,26100,372.0
2015-10-01,26400,468.0
2015-10-01,26700,396.0
2015-10-01,27000,516.0
2015-10-01,27300,552.0
2015-10-01,27600,384.0
2015-10-01,27900,528.0
2015-10-01,28200,480.0
2015-10-01,28500,444.0
2015-10-01,28800,396.0
2015-10-01,29100,420.0
2015-10-01,29400,372.0
2015-10-01,29700,468.0
2015-10-01,30000,552.0
2015-10-01,30300,698.2373
2015-10-01,30600,558.6207
2015-10-01,30900,660.0
2015-10-01,31200,696.0
2015-10-01,31500,600.0
2015-10-01,31800,570.0
2015-10-01,32100,588.0
2015-10-01,32400,492.0
2015-10-01,32700,384.0
2015-10-01,33000,552.0
2015-10-01,33300,408.0
2015-10-01,33600,564.0
2015-10-01,33900,600.0
2015-10-01,34200,432.0
2015-10-01,34500,372.0
2015-10-01,34800,444.0
2015-10-01,35100,424.13792
2015-10-01,35400,540.0
2015-10-01,35700,480.0
2015-10-01,36000,504.0
2015-10-01,36300,480.0
2015-10-01,36600,552.0
2015-10-01,36900,660.0
2015-10-01,37200,552.0
2015-10-01,37500,528.0
2015-10-01,37800,612.0
2015-10-01,38100,396.0
2015-10-01,38400,555.0
2015-10-01,38700,408.0
2015-10-01,39000,408.0
2015-10-01,39300,480.0
2015-10-01,39600,612.0
2015-10-01,39900,552.0
2015-10-01,40200,384.0
2015-10-01,40500,312.0
2015-10-01,40800,495.0
2015-10-01,41100,540.0
2015-10-01,41400,278.06896
2015-10-01,41700,348.81356
2015-10-01,42000,387.05086
2015-10-01,42300,384.81356
2015-10-01,42600,312.0
2015-10-01,42900,264.0
2015-10-01,43200,396.0
2015-10-01,43500,312.0
2015-10-01,43800,252.0
2015-10-01,44100,192.0
2015-10-01,44400,300.0
2015-10-01,44700,225.0
2015-10-01,45000,396.0
2015-10-01,45300,456.0
2015-10-01,45600,240.0
2015-10-01,45900,312.0
2015-10-01,46200,180.0
2015-10-01,46500,228.0
2015-10-01,46800,384.0
2015-10-01,47100,180.0
2015-10-01,47400,192.0
2015-10-01,47700,315.0
2015-10-01,48000,226.525425
2015-10-01,48300,482.0339
2015-10-01,48600,228.0
2015-10-01,48900,270.0
2015-10-01,49200,264.0
2015-10-01,49500,252.0
2015-10-01,49800,300.0
2015-10-01,50100,324.81356
2015-10-01,50400,216.0
2015-10-01,50700,374.84746
2015-10-01,51000,336.0
2015-10-01,51300,336.0
2015-10-01,51600,375.0
2015-10-01,51900,372.0
2015-10-01,52200,517.42374
2015-10-01,52500,456.0
2015-10-01,52800,312.0
2015-10-01,53100,336.0
2015-10-01,53400,285.2542375
2015-10-01,53700,305.642162
2015-10-01,54000,390.0
2015-10-01,54300,348.0
2015-10-01,54600,516.0
2015-10-01,54900,540.0
2015-10-01,55200,588.0
2015-10-01,55500,493.22034
2015-10-01,55800,533.232025
2015-10-01,56100,525.0
2015-10-01,56400,480.0
2015-10-01,56700,410.2373
2015-10-01,57000,339.72414
2015-10-01,57300,732.0
2015-10-01,57600,696.0
2015-10-01,57900,557.288125
2015-10-01,58200,763.39216
2015-10-01,58500,744.0
2015-10-01,58800,696.0
2015-10-01,59100,516.0
2015-10-01,59400,873.559325
2015-10-01,59700,660.81356
2015-10-01,60000,675.0
2015-10-01,60300,720.0
2015-10-01,60600,645.0
2015-10-01,60900,756.0
2015-10-01,61200,612.0
2015-10-01,61500,588.0
2015-10-01,61800,552.0
2015-10-01,62100,744.0
2015-10-01,62400,600.0
2015-10-01,62700,684.0
2015-10-01,63000,768.0
2015-10-01,63300,697.01694
2015-10-01,63600,612.0
2015-10-01,63900,696.0
2015-10-01,64200,636.0
2015-10-01,64500,444.0
2015-10-01,64800,780.0
2015-10-01,65100,780.0
2015-10-01,65400,732.0
2015-10-01,65700,828.0
2015-10-01,66000,708.0
2015-10-01,66300,576.0
2015-10-01,66600,564.0
2015-10-01,66900,636.0
2015-10-01,67200,780.0
2015-10-01,67500,888.0
2015-10-01,67800,612.0
2015-10-01,68100,780.0
2015-10-01,68400,780.0
2015-10-01,68700,620.0
2015-10-01,69000,552.0
2015-10-01,69300,765.0
2015-10-01,69600,624.0
2015-10-01,69900,564.0
2015-10-01,70200,516.0
2015-10-01,70500,520.0
2015-10-01,70800,684.0
2015-10-01,71100,690.0
2015-10-01,71400,810.0
2015-10-01,71700,648.0
2015-10-01,72000,615.0
2015-10-01,72300,444.0
2015-10-01,72600,624.0
2015-10-01,72900,465.0
2015-10-01,73200,372.0
2015-10-01,73500,696.0
2015-10-01,73800,385.01694
2015-10-01,74100,480.0
2015-10-01,74400,568.2712
2015-10-01,74700,410.0339
2015-10-01,75000,516.0
2015-10-01,75300,444.0
2015-10-01,75600,445.62712
2015-10-01,75900,648.0
2015-10-01,76200,345.0
2015-10-01,76500,480.0
2015-10-01,76800,480.0
2015-10-01,77100,564.0
2015-10-01,77400,504.0
2015-10-01,77700,504.0
2015-10-01,78000,624.0
2015-10-01,78300,684.0
2015-10-01,78600,540.0
2015-10-01,78900,660.0
2015-10-01,79200,600.0
2015-10-01,79500,636.0
2015-10-01,79800,384.0
2015-10-01,80100,492.0
2015-10-01,80400,600.0
2015-10-01,80700,504.0
2015-10-01,81000,713.7931
2015-10-01,81300,600.0
2015-10-01,81600,504.0
2015-10-01,81900,528.0
2015-10-01,82200,492.0
2015-10-01,82500,444.0
2015-10-01,82800,456.0
2015-10-01,83100,264.0
2015-10-01,83400,348.0
2015-10-01,83700,660.0
2015-10-01,84000,516.0
2015-10-01,84300,564.0
2015-10-01,84600,504.0
2015-10-01,84900,528.0
2015-10-01,85200,444.0
2015-10-01,85500,420.0
2015-10-01,85800,735.0
2015-10-01,86100,420.0
