day,interval,flow
2015-09-30,0,720.0
2015-09-30,300,780.0
2015-09-30,600,915.0
2015-09-30,900,744.0
2015-09-30,1200,615.0
2015-09-30,1500,870.0
2015-09-30,1800,540.0
2015-09-30,2100,849.310335
2015-09-30,2400,585.0
2015-09-30,2700,465.0
2015-09-30,3000,795.0
2015-09-30,3300,360.0
2015-09-30,3600,450.0
2015-09-30,3900,585.0
2015-09-30,4200,375.0
2015-09-30,4500,765.0
2015-09-30,4800,375.0
2015-09-30,5100,375.0
2015-09-30,5400,285.0
2015-09-30,5700,375.0
2015-09-30,6000,675.0
2015-09-30,6300,270.0
2015-09-30,6600,330.0
2015-09-30,6900,270.0
2015-09-30,7200,270.0
2015-09-30,7500,390.0
2015-09-30,7800,225.0
2015-09-30,8100,540.0
2015-09-30,8400,165.0
2015-09-30,8700,330.0
2015-09-30,9000,510.0
2015-09-30,9300,225.0
2015-09-30,9600,315.0
2015-09-30,9900,315.0
2015-09-30,10200,315.0
2015-09-30,10500,210.0
2015-09-30,10800,240.0
2015-09-30,11100,450.0
2015-09-30,11400,240.0
2015-09-30,11700,315.0
2015-09-30,12000,225.0
2015-09-30,12300,210.0
2015-09-30,12600,316.5517175
2015-09-30,12900,60.0
2015-09-30,13200,336.0
2015-09-30,13500,150.0
2015-09-30,13800,225.0
2015-09-30,14100,315.0
2015-09-30,14400,270.0
2015-09-30,14700,450.0
2015-09-30,15000,315.0
2015-09-30,15300,288.0
2015-09-30,15600,570.0
2015-09-30,15900,165.0
2015-09-30,16200,405.0
2015-09-30,16500,345.0
2015-09-30,16800,285.0
2015-09-30,17100,255.0
2015-09-30,17400,270.0
2015-09-30,17700,570.0
2015-09-30,18000,225.0
2015-09-30,18300,420.0
2015-09-30,18600,285.0
2015-09-30,18900,240.0
2015-09-30,19200,390.0
2015-09-30,19500,330.0
2015-09-30,19800,525.0
2015-09-30,20100,270.0
2015-09-30,20400,195.0
2015-09-30,20700,585.0
2015-09-30,21000,375.0
2015-09-30,21300,750.0
2015-09-30,21600,330.0
2015-09-30,21900,510.0
2015-09-30,22200,915.0
2015-09-30,22500,525.0
2015-09-30,22800,630.0
2015-09-30,23100,1155.0
2015-09-30,23400,900.7627124999999
2015-09-30,23700,750.0
2015-09-30,24000,1080.0
2015-09-30,24300,1035.0
2015-09-30,24600,1245.0
2015-09-30,24900,1228.9655
2015-09-30,25200,915.0
2015-09-30,25500,1290.0
2015-09-30,25800,925.2413799999999
2015-09-30,26100,950.84745
2015-09-30,26400,972.0
2015-09-30,26700,888.0
2015-09-30,27000,1080.0
2015-09-30,27300,1061.89832
2015-09-30,27600,902.03388
2015-09-30,27900,972.0
2015-09-30,28200,1188.0
2015-09-30,28500,996.0
2015-09-30,28800,972.0
2015-09-30,29100,1212.0
2015-09-30,29400,937.42372
2015-09-30,29700,984.0
2015-09-30,30000,1182.50848
2015-09-30,30300,852.0
2015-09-30,30600,929.49152
2015-09-30,30900,1356.0
2015-09-30,31200,1188.0
2015-09-30,31500,1056.0
2015-09-30,31800,1308.0
2015-09-30,32100,1068.0
2015-09-30,32400,864.0
2015-09-30,32700,1068.0
2015-09-30,33000,1159.448274
2015-09-30,33300,684.0
2015-09-30,33600,1140.0
2015-09-30,33900,1185.423733333333
2015-09-30,34800,1080.0
2015-09-30,35100,840.0
2015-09-30,35400,1080.0
2015-09-30,35700,1224.0
2015-09-30,36000,768.0
2015-09-30,36300,1128.0
2015-09-30,36600,1080.0
2015-09-30,36900,816.0
2015-09-30,37200,1008.0
2015-09-30,37500,1188.0
2015-09-30,37800,1020.0
2015-09-30,38100,1056.0
2015-09-30,38400,1224.0
2015-09-30,38700,765.0
2015-09-30,39000,980.0847625
2015-09-30,39300,1065.0
2015-09-30,39600,1035.0
2015-09-30,39900,1112.7965875
2015-09-30,40200,1005.0
2015-09-30,40500,1044.0
2015-09-30,40800,960.0
2015-09-30,41100,982.627125
2015-09-30,41400,1249.0678125
2015-09-30,41700,1155.0
2015-09-30,42000,990.0
2015-09-30,42300,1185.0
2015-09-30,42600,915.0
2015-09-30,42900,945.0
2015-09-30,43200,1035.0
2015-09-30,43500,1035.0
2015-09-30,43800,1035.0
2015-09-30,44100,1095.0
2015-09-30,44400,930.0
2015-09-30,44700,1095.0
2015-09-30,45000,840.0
2015-09-30,45300,960.0
2015-09-30,45600,660.0
2015-09-30,45900,990.0
2015-09-30,46200,1052.7965875
2015-09-30,46500,840.0
2015-09-30,46800,1205.684198
2015-09-30,47100,945.0
2015-09-30,47400,960.0
2015-09-30,47700,1080.0
2015-09-30,48000,975.0
2015-09-30,48300,1050.0
2015-09-30,48600,1457.5861
2015-09-30,48900,960.0
2015-09-30,49200,1005.0
2015-09-30,49500,1110.0
2015-09-30,49800,1236.0
2015-09-30,50100,1170.0
2015-09-30,50400,1110.0
2015-09-30,50700,1095.0
2015-09-30,51000,1140.0
2015-09-30,51300,1045.01695
2015-09-30,51600,975.0
2015-09-30,51900,1187.542375
2015-09-30,52200,1095.0
2015-09-30,52500,1008.0
2015-09-30,52800,962.7965875
2015-09-30,53100,960.0
2015-09-30,53400,828.81356
2015-09-30,53700,1245.0
2015-09-30,54000,1035.0
2015-09-30,54300,1050.0
2015-09-30,54600,1050.0
2015-09-30,54900,1125.0
2015-09-30,55200,1035.0
2015-09-30,55500,1365.0
2015-09-30,55800,1095.0
2015-09-30,56100,930.0
2015-09-30,56400,984.0
2015-09-30,56700,876.0
2015-09-30,57000,960.0
2015-09-30,57300,1218.05085
2015-09-30,57600,852.0
2015-09-30,57900,1110.0
2015-09-30,58200,1200.0
2015-09-30,58500,816.0
2015-09-30,58800,1275.0
2015-09-30,59100,1284.0
2015-09-30,59400,744.0
2015-09-30,59700,1215.0
2015-09-30,60000,1200.0
2015-09-30,60300,996.0
2015-09-30,60600,975.0
2015-09-30,60900,825.0
2015-09-30,61200,1032.0
2015-09-30,61500,1230.0
2015-09-30,61800,1140.0
2015-09-30,62100,1065.0
2015-09-30,62400,1145.593225
2015-09-30,62700,923.8983125
2015-09-30,63000,1407.413775
2015-09-30,63300,912.0
2015-09-30,63600,780.0
2015-09-30,63900,1080.0
2015-09-30,64200,990.0
2015-09-30,64500,1110.0
2015-09-30,64800,1200.0
2015-09-30,65100,975.0
2015-09-30,65400,1065.0
2015-09-30,65700,1065.0
2015-09-30,66000,864.0
2015-09-30,66300,1380.0
2015-09-30,66600,1215.0
2015-09-30,66900,1125.0
2015-09-30,67200,1185.0
2015-09-30,67500,1308.0
2015-09-30,67800,948.0
2015-09-30,68100,1290.0
2015-09-30,68400,1065.0
2015-09-30,68700,1008.0
2015-09-30,69000,1200.0
2015-09-30,69300,1005.0
2015-09-30,69600,1245.0
2015-09-30,69900,915.0
2015-09-30,70200,1050.0
2015-09-30,70500,672.0
2015-09-30,70800,840.0
2015-09-30,71100,1008.0
2015-09-30,71400,1065.0
2015-09-30,71700,1155.0
2015-09-30,72000,1560.0
2015-09-30,72300,1236.0
2015-09-30,72600,1080.0
2015-09-30,72900,1005.0
2015-09-30,73200,1272.0
2015-09-30,73500,1260.0
2015-09-30,73800,1329.406725
2015-09-30,74100,1185.0
2015-09-30,74400,1104.0
2015-09-30,74700,1200.0
2015-09-30,75000,1185.0
2015-09-30,75300,1344.0
2015-09-30,75600,1230.0
2015-09-30,75900,930.0
2015-09-30,76200,1125.0
2015-09-30,76500,1236.0
2015-09-30,76800,1260.0
2015-09-30,77100,1155.0
2015-09-30,77400,1262.068974
2015-09-30,77700,1365.0
2015-09-30,78000,900.0
2015-09-30,78300,1065.0
2015-09-30,78600,1065.0
2015-09-30,78900,1128.0
2015-09-30,79200,1350.0
2015-09-30,79500,1188.0
2015-09-30,79800,915.0
2015-09-30,80100,1050.0
2015-09-30,80400,1230.0
2015-09-30,80700,1275.0
2015-09-30,81000,1320.0
2015-09-30,81300,1170.0
2015-09-30,81600,1065.0
2015-09-30,81900,1380.0
2015-09-30,82200,912.0
2015-09-30,82500,1185.0
2015-09-30,82800,1272.0
2015-09-30,83100,1040.593225
2015-09-30,83400,870.0
2015-09-30,83700,810.0
2015-09-30,84000,795.0
2015-09-30,84300,1014.1525125000001
2015-09-30,84600,1038.8135625
2015-09-30,84900,1185.0
2015-09-30,85200,780.0
2015-09-30,85500,1065.0
2015-09-30,85800,1005.0
2015-09-30,86100,1020.0
